year,list_position,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,name,duration_ms,release_date,album_type,explicit
2000-07-22,1,6fA7akEuTUL3dW1V0GELaZ,0.518,0.83,6.0,-6.814,0.0,0.0386,0.0404,3.85e-06,0.375,0.527,95.468,4.0,Bent,256133,2000-05-23,album,False
2016-11-26,1,6fujklziTHa8uoM5OQSfIo,0.794,0.632,0.0,-6.163,1.0,0.0649,0.142,0.0,0.128,0.355,145.926,4.0,Black Beatles,291893,2016-08-12,album,True
2016-12-03,1,6fujklziTHa8uoM5OQSfIo,0.794,0.632,0.0,-6.163,1.0,0.0649,0.142,0.0,0.128,0.355,145.926,4.0,Black Beatles,291893,2016-08-12,album,True
2016-12-10,1,6fujklziTHa8uoM5OQSfIo,0.794,0.632,0.0,-6.163,1.0,0.0649,0.142,0.0,0.128,0.355,145.926,4.0,Black Beatles,291893,2016-08-12,album,True
2016-12-17,1,6fujklziTHa8uoM5OQSfIo,0.794,0.632,0.0,-6.163,1.0,0.0649,0.142,0.0,0.128,0.355,145.926,4.0,Black Beatles,291893,2016-08-12,album,True
2016-12-24,1,6fujklziTHa8uoM5OQSfIo,0.794,0.632,0.0,-6.163,1.0,0.0649,0.142,0.0,0.128,0.355,145.926,4.0,Black Beatles,291893,2016-08-12,album,True
2016-12-31,1,6fujklziTHa8uoM5OQSfIo,0.794,0.632,0.0,-6.163,1.0,0.0649,0.142,0.0,0.128,0.355,145.926,4.0,Black Beatles,291893,2016-08-12,album,True
2017-01-14,1,6fujklziTHa8uoM5OQSfIo,0.794,0.632,0.0,-6.163,1.0,0.0649,0.142,0.0,0.128,0.355,145.926,4.0,Black Beatles,291893,2016-08-12,album,True
2004-08-07,1,6ihObRBTB8xdSH2mlERtOX,0.713,0.734,0.0,-4.894,0.0,0.325,0.548,0.0,0.0687,0.89,172.872,4.0,Slow Motion,248200,2003-01-01,album,True
2004-08-14,1,6ihObRBTB8xdSH2mlERtOX,0.713,0.734,0.0,-4.894,0.0,0.325,0.548,0.0,0.0687,0.89,172.872,4.0,Slow Motion,248200,2003-01-01,album,True
2000-01-29,1,6nozDLxeL0TE4MS9GqYU1v,0.61,0.497,9.0,-9.88,1.0,0.0279,0.32,6.11e-05,0.0884,0.739,85.031,4.0,I Knew I Loved You,250360,1999-11-09,album,False
2000-02-05,1,6nozDLxeL0TE4MS9GqYU1v,0.61,0.497,9.0,-9.88,1.0,0.0279,0.32,6.11e-05,0.0884,0.739,85.031,4.0,I Knew I Loved You,250360,1999-11-09,album,False
2000-02-12,1,6nozDLxeL0TE4MS9GqYU1v,0.61,0.497,9.0,-9.88,1.0,0.0279,0.32,6.11e-05,0.0884,0.739,85.031,4.0,I Knew I Loved You,250360,1999-11-09,album,False
2000-02-26,1,6nozDLxeL0TE4MS9GqYU1v,0.61,0.497,9.0,-9.88,1.0,0.0279,0.32,6.11e-05,0.0884,0.739,85.031,4.0,I Knew I Loved You,250360,1999-11-09,album,False
2019-02-09,1,6ocbgoVGwYJhOv1GgI9NsF,0.777,0.317,1.0,-10.732,0.0,0.308,0.591,0.0,0.0881,0.33,139.848,4.0,7 rings,178626,2019-02-08,album,True
2019-02-16,1,6ocbgoVGwYJhOv1GgI9NsF,0.777,0.317,1.0,-10.732,0.0,0.308,0.591,0.0,0.0881,0.33,139.848,4.0,7 rings,178626,2019-02-08,album,True
2019-02-23,1,6ocbgoVGwYJhOv1GgI9NsF,0.777,0.317,1.0,-10.732,0.0,0.308,0.591,0.0,0.0881,0.33,139.848,4.0,7 rings,178626,2019-02-08,album,True
2019-03-02,1,6ocbgoVGwYJhOv1GgI9NsF,0.777,0.317,1.0,-10.732,0.0,0.308,0.591,0.0,0.0881,0.33,139.848,4.0,7 rings,178626,2019-02-08,album,True
2019-03-23,1,6ocbgoVGwYJhOv1GgI9NsF,0.777,0.317,1.0,-10.732,0.0,0.308,0.591,0.0,0.0881,0.33,139.848,4.0,7 rings,178626,2019-02-08,album,True
2019-03-30,1,6ocbgoVGwYJhOv1GgI9NsF,0.777,0.317,1.0,-10.732,0.0,0.308,0.591,0.0,0.0881,0.33,139.848,4.0,7 rings,178626,2019-02-08,album,True
2019-04-06,1,6ocbgoVGwYJhOv1GgI9NsF,0.777,0.317,1.0,-10.732,0.0,0.308,0.591,0.0,0.0881,0.33,139.848,4.0,7 rings,178626,2019-02-08,album,True
2000-03-04,1,6qc34bnVOyqGDPni8H5W0U,0.561,0.543,1.0,-8.498,1.0,0.0324,0.26,0.0,0.124,0.243,139.803,4.0,Amazed,240866,1999,album,False
2000-03-11,1,6qc34bnVOyqGDPni8H5W0U,0.561,0.543,1.0,-8.498,1.0,0.0324,0.26,0.0,0.124,0.243,139.803,4.0,Amazed,240866,1999,album,False
2011-11-19,1,6qn9YLKt13AGvpq9jfO8py,0.735,0.766,1.0,-4.485,1.0,0.0384,0.025,0.00141,0.108,0.6,127.975,4.0,We Found Love,215226,2011-11-18,album,False
2011-11-26,1,6qn9YLKt13AGvpq9jfO8py,0.735,0.766,1.0,-4.485,1.0,0.0384,0.025,0.00141,0.108,0.6,127.975,4.0,We Found Love,215226,2011-11-18,album,False
2011-12-03,1,6qn9YLKt13AGvpq9jfO8py,0.735,0.766,1.0,-4.485,1.0,0.0384,0.025,0.00141,0.108,0.6,127.975,4.0,We Found Love,215226,2011-11-18,album,False
2011-12-10,1,6qn9YLKt13AGvpq9jfO8py,0.735,0.766,1.0,-4.485,1.0,0.0384,0.025,0.00141,0.108,0.6,127.975,4.0,We Found Love,215226,2011-11-18,album,False
2011-12-17,1,6qn9YLKt13AGvpq9jfO8py,0.735,0.766,1.0,-4.485,1.0,0.0384,0.025,0.00141,0.108,0.6,127.975,4.0,We Found Love,215226,2011-11-18,album,False
2011-12-24,1,6qn9YLKt13AGvpq9jfO8py,0.735,0.766,1.0,-4.485,1.0,0.0384,0.025,0.00141,0.108,0.6,127.975,4.0,We Found Love,215226,2011-11-18,album,False
2011-12-31,1,6qn9YLKt13AGvpq9jfO8py,0.735,0.766,1.0,-4.485,1.0,0.0384,0.025,0.00141,0.108,0.6,127.975,4.0,We Found Love,215226,2011-11-18,album,False
2012-01-21,1,6qn9YLKt13AGvpq9jfO8py,0.735,0.766,1.0,-4.485,1.0,0.0384,0.025,0.00141,0.108,0.6,127.975,4.0,We Found Love,215226,2011-11-18,album,False
2012-01-28,1,6qn9YLKt13AGvpq9jfO8py,0.735,0.766,1.0,-4.485,1.0,0.0384,0.025,0.00141,0.108,0.6,127.975,4.0,We Found Love,215226,2011-11-18,album,False
2011-02-26,1,6r2BECwMgEoRb5yLfp0Hca,0.587,0.828,11.0,-5.108,1.0,0.161,0.00327,0.0,0.331,0.493,123.907,4.0,Born This Way,260252,2011-01-01,album,False
2011-03-05,1,6r2BECwMgEoRb5yLfp0Hca,0.587,0.828,11.0,-5.108,1.0,0.161,0.00327,0.0,0.331,0.493,123.907,4.0,Born This Way,260252,2011-01-01,album,False
2011-03-12,1,6r2BECwMgEoRb5yLfp0Hca,0.587,0.828,11.0,-5.108,1.0,0.161,0.00327,0.0,0.331,0.493,123.907,4.0,Born This Way,260252,2011-01-01,album,False
2011-03-19,1,6r2BECwMgEoRb5yLfp0Hca,0.587,0.828,11.0,-5.108,1.0,0.161,0.00327,0.0,0.331,0.493,123.907,4.0,Born This Way,260252,2011-01-01,album,False
2011-03-26,1,6r2BECwMgEoRb5yLfp0Hca,0.587,0.828,11.0,-5.108,1.0,0.161,0.00327,0.0,0.331,0.493,123.907,4.0,Born This Way,260252,2011-01-01,album,False
2011-04-02,1,6r2BECwMgEoRb5yLfp0Hca,0.587,0.828,11.0,-5.108,1.0,0.161,0.00327,0.0,0.331,0.493,123.907,4.0,Born This Way,260252,2011-01-01,album,False
2024-03-30,1,6usohdchdzW9oML7VC4Uhk,0.561,0.604,9.0,-4.409,1.0,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3.0,Lose Control,210688,2023-06-23,single,False
2019-08-31,1,6v3KW9xbzN5yKLt9YKDYA2,0.759,0.548,9.0,-6.049,0.0,0.0289,0.0379,0.0,0.0828,0.75,116.963,4.0,Señorita,190799,2019-06-19,album,False
2002-04-20,1,6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,0.0,-5.763,1.0,0.0532,0.347,0.0,0.106,0.707,90.119,4.0,Foolish,227386,2002-01-01,album,True
2002-04-27,1,6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,0.0,-5.763,1.0,0.0532,0.347,0.0,0.106,0.707,90.119,4.0,Foolish,227386,2002-01-01,album,True
2002-05-04,1,6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,0.0,-5.763,1.0,0.0532,0.347,0.0,0.106,0.707,90.119,4.0,Foolish,227386,2002-01-01,album,True
2002-05-11,1,6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,0.0,-5.763,1.0,0.0532,0.347,0.0,0.106,0.707,90.119,4.0,Foolish,227386,2002-01-01,album,True
2002-05-18,1,6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,0.0,-5.763,1.0,0.0532,0.347,0.0,0.106,0.707,90.119,4.0,Foolish,227386,2002-01-01,album,True
2002-05-25,1,6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,0.0,-5.763,1.0,0.0532,0.347,0.0,0.106,0.707,90.119,4.0,Foolish,227386,2002-01-01,album,True
2002-06-01,1,6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,0.0,-5.763,1.0,0.0532,0.347,0.0,0.106,0.707,90.119,4.0,Foolish,227386,2002-01-01,album,True
2002-06-08,1,6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,0.0,-5.763,1.0,0.0532,0.347,0.0,0.106,0.707,90.119,4.0,Foolish,227386,2002-01-01,album,True
2002-06-15,1,6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,0.0,-5.763,1.0,0.0532,0.347,0.0,0.106,0.707,90.119,4.0,Foolish,227386,2002-01-01,album,True
2002-06-22,1,6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,0.0,-5.763,1.0,0.0532,0.347,0.0,0.106,0.707,90.119,4.0,Foolish,227386,2002-01-01,album,True
2016-03-05,1,72TFWvU3wUYdUuxejTTIzt,0.723,0.534,11.0,-6.238,1.0,0.0891,0.0747,0.0,0.0919,0.551,91.974,4.0,Work,219320,2016-01-28,album,True
2016-03-12,1,72TFWvU3wUYdUuxejTTIzt,0.723,0.534,11.0,-6.238,1.0,0.0891,0.0747,0.0,0.0919,0.551,91.974,4.0,Work,219320,2016-01-28,album,True
2016-03-19,1,72TFWvU3wUYdUuxejTTIzt,0.723,0.534,11.0,-6.238,1.0,0.0891,0.0747,0.0,0.0919,0.551,91.974,4.0,Work,219320,2016-01-28,album,True
2016-03-26,1,72TFWvU3wUYdUuxejTTIzt,0.723,0.534,11.0,-6.238,1.0,0.0891,0.0747,0.0,0.0919,0.551,91.974,4.0,Work,219320,2016-01-28,album,True
2016-04-02,1,72TFWvU3wUYdUuxejTTIzt,0.723,0.534,11.0,-6.238,1.0,0.0891,0.0747,0.0,0.0919,0.551,91.974,4.0,Work,219320,2016-01-28,album,True
2016-04-09,1,72TFWvU3wUYdUuxejTTIzt,0.723,0.534,11.0,-6.238,1.0,0.0891,0.0747,0.0,0.0919,0.551,91.974,4.0,Work,219320,2016-01-28,album,True
2016-04-16,1,72TFWvU3wUYdUuxejTTIzt,0.723,0.534,11.0,-6.238,1.0,0.0891,0.0747,0.0,0.0919,0.551,91.974,4.0,Work,219320,2016-01-28,album,True
2016-04-23,1,72TFWvU3wUYdUuxejTTIzt,0.723,0.534,11.0,-6.238,1.0,0.0891,0.0747,0.0,0.0919,0.551,91.974,4.0,Work,219320,2016-01-28,album,True
2016-04-30,1,72TFWvU3wUYdUuxejTTIzt,0.723,0.534,11.0,-6.238,1.0,0.0891,0.0747,0.0,0.0919,0.551,91.974,4.0,Work,219320,2016-01-28,album,True
2012-02-04,1,73CMRj62VK8nUS4ezD2wvi,0.603,0.67,2.0,-3.882,0.0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4.0,Set Fire to the Rain,242973,2011-01-24,album,False
2012-02-11,1,73CMRj62VK8nUS4ezD2wvi,0.603,0.67,2.0,-3.882,0.0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4.0,Set Fire to the Rain,242973,2011-01-24,album,False
2023-08-26,1,78Du4CMFgnhdlG33gblkiP,0.678,0.264,10.0,-12.384,1.0,0.0622,0.753,0.0,0.302,0.528,121.722,4.0,Rich Men North of Richmond,187244,2023-08-11,single,False
2023-09-02,1,78Du4CMFgnhdlG33gblkiP,0.678,0.264,10.0,-12.384,1.0,0.0622,0.753,0.0,0.302,0.528,121.722,4.0,Rich Men North of Richmond,187244,2023-08-11,single,False
2024-02-10,1,79AHPJd8upvNxyK2qQcY8J,0.745,0.663,1.0,-5.056,1.0,0.423,0.078,0.0,0.213,0.686,167.137,4.0,HISS,192818,2024-01-26,single,True
2000-10-14,1,7A0apkTSTvMbSI7yplcmlh,0.829,0.915,8.0,-3.205,1.0,0.106,0.226,1.25e-05,0.246,0.779,118.903,4.0,Come on over Baby (All I Want Is You) - Radio Version,203333,1999,album,False
2000-10-21,1,7A0apkTSTvMbSI7yplcmlh,0.829,0.915,8.0,-3.205,1.0,0.106,0.226,1.25e-05,0.246,0.779,118.903,4.0,Come on over Baby (All I Want Is You) - Radio Version,203333,1999,album,False
2000-10-28,1,7A0apkTSTvMbSI7yplcmlh,0.829,0.915,8.0,-3.205,1.0,0.106,0.226,1.25e-05,0.246,0.779,118.903,4.0,Come on over Baby (All I Want Is You) - Radio Version,203333,1999,album,False
2000-11-04,1,7A0apkTSTvMbSI7yplcmlh,0.829,0.915,8.0,-3.205,1.0,0.106,0.226,1.25e-05,0.246,0.779,118.903,4.0,Come on over Baby (All I Want Is You) - Radio Version,203333,1999,album,False
2016-09-03,1,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,4.0,Closer,244960,2016-07-29,single,False
2016-09-10,1,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,4.0,Closer,244960,2016-07-29,single,False
2016-09-17,1,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,4.0,Closer,244960,2016-07-29,single,False
2016-09-24,1,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,4.0,Closer,244960,2016-07-29,single,False
2016-10-01,1,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,4.0,Closer,244960,2016-07-29,single,False
2016-10-08,1,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,4.0,Closer,244960,2016-07-29,single,False
2016-10-15,1,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,4.0,Closer,244960,2016-07-29,single,False
2016-10-22,1,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,4.0,Closer,244960,2016-07-29,single,False
2016-10-29,1,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,4.0,Closer,244960,2016-07-29,single,False
2016-11-05,1,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,4.0,Closer,244960,2016-07-29,single,False
2016-11-12,1,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,4.0,Closer,244960,2016-07-29,single,False
2016-11-19,1,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,4.0,Closer,244960,2016-07-29,single,False
2010-10-02,1,7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5.0,-5.379,1.0,0.0422,0.0134,0.0,0.0622,0.424,109.021,4.0,Just the Way You Are,220734,2010-05-11,album,False
2010-10-09,1,7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5.0,-5.379,1.0,0.0422,0.0134,0.0,0.0622,0.424,109.021,4.0,Just the Way You Are,220734,2010-05-11,album,False
2010-10-16,1,7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5.0,-5.379,1.0,0.0422,0.0134,0.0,0.0622,0.424,109.021,4.0,Just the Way You Are,220734,2010-05-11,album,False
2010-10-23,1,7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5.0,-5.379,1.0,0.0422,0.0134,0.0,0.0622,0.424,109.021,4.0,Just the Way You Are,220734,2010-05-11,album,False
2001-03-31,1,7FDV5ELOJHCGLe52AnttEd,0.74,0.766,6.0,-2.939,1.0,0.178,0.116,0.0,0.0406,0.807,170.531,4.0,Angel,235133,2000-08-08,album,False
2000-03-18,1,7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,5.0,-3.525,0.0,0.102,0.273,0.0,0.149,0.734,138.009,4.0,Say My Name,271333,1999-07-27,album,False
2000-03-25,1,7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,5.0,-3.525,0.0,0.102,0.273,0.0,0.149,0.734,138.009,4.0,Say My Name,271333,1999-07-27,album,False
2000-04-01,1,7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,5.0,-3.525,0.0,0.102,0.273,0.0,0.149,0.734,138.009,4.0,Say My Name,271333,1999-07-27,album,False
2007-04-07,1,7I6DceMT3utDOHjcYCbrr4,0.798,0.443,2.0,-6.062,1.0,0.0402,0.244,0.0,0.326,0.354,125.231,4.0,Don't Matter,293053,2006-01-01,album,True
2007-04-14,1,7I6DceMT3utDOHjcYCbrr4,0.798,0.443,2.0,-6.062,1.0,0.0402,0.244,0.0,0.326,0.354,125.231,4.0,Don't Matter,293053,2006-01-01,album,True
2001-12-15,1,7J41dYQolQJEtj3UmKLu5r,0.816,0.5,1.0,-4.551,1.0,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,4.0,U Got It Bad,247840,2001-08-07,album,False
2002-01-19,1,7J41dYQolQJEtj3UmKLu5r,0.816,0.5,1.0,-4.551,1.0,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,4.0,U Got It Bad,247840,2001-08-07,album,False
2002-01-26,1,7J41dYQolQJEtj3UmKLu5r,0.816,0.5,1.0,-4.551,1.0,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,4.0,U Got It Bad,247840,2001-08-07,album,False
2002-02-02,1,7J41dYQolQJEtj3UmKLu5r,0.816,0.5,1.0,-4.551,1.0,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,4.0,U Got It Bad,247840,2001-08-07,album,False
2002-02-09,1,7J41dYQolQJEtj3UmKLu5r,0.816,0.5,1.0,-4.551,1.0,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,4.0,U Got It Bad,247840,2001-08-07,album,False
2002-02-16,1,7J41dYQolQJEtj3UmKLu5r,0.816,0.5,1.0,-4.551,1.0,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,4.0,U Got It Bad,247840,2001-08-07,album,False
2017-05-06,1,7KXjTSCq5nL1LoYtL7XAwS,0.908,0.621,1.0,-6.638,0.0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,4.0,HUMBLE.,177000,2017-04-14,album,True
2011-09-10,1,7LcfRTgAVTs5pQGEQgUEzN,0.722,0.758,11.0,-4.477,0.0,0.0471,0.0111,0.0,0.308,0.62,128.047,4.0,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201160,2010,album,False
2011-09-24,1,7LcfRTgAVTs5pQGEQgUEzN,0.722,0.758,11.0,-4.477,0.0,0.0471,0.0111,0.0,0.308,0.62,128.047,4.0,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201160,2010,album,False
2011-10-01,1,7LcfRTgAVTs5pQGEQgUEzN,0.722,0.758,11.0,-4.477,0.0,0.0471,0.0111,0.0,0.308,0.62,128.047,4.0,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201160,2010,album,False
2011-10-08,1,7LcfRTgAVTs5pQGEQgUEzN,0.722,0.758,11.0,-4.477,0.0,0.0471,0.0111,0.0,0.308,0.62,128.047,4.0,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201160,2010,album,False
2017-01-07,1,7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,7.0,-7.015,1.0,0.276,0.141,6.35e-06,0.137,0.486,186.003,4.0,Starboy,230453,2016-11-25,album,True
2012-03-17,1,7a86XRg84qjasly9f6bPSD,0.378,0.638,10.0,-5.576,1.0,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4.0,We Are Young (feat. Janelle Monáe),250626,2012-02-21,album,False
2012-03-24,1,7a86XRg84qjasly9f6bPSD,0.378,0.638,10.0,-5.576,1.0,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4.0,We Are Young (feat. Janelle Monáe),250626,2012-02-21,album,False
2012-03-31,1,7a86XRg84qjasly9f6bPSD,0.378,0.638,10.0,-5.576,1.0,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4.0,We Are Young (feat. Janelle Monáe),250626,2012-02-21,album,False
2012-04-07,1,7a86XRg84qjasly9f6bPSD,0.378,0.638,10.0,-5.576,1.0,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4.0,We Are Young (feat. Janelle Monáe),250626,2012-02-21,album,False
2012-04-14,1,7a86XRg84qjasly9f6bPSD,0.378,0.638,10.0,-5.576,1.0,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4.0,We Are Young (feat. Janelle Monáe),250626,2012-02-21,album,False
2012-04-21,1,7a86XRg84qjasly9f6bPSD,0.378,0.638,10.0,-5.576,1.0,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4.0,We Are Young (feat. Janelle Monáe),250626,2012-02-21,album,False
2023-10-21,1,7aqfrAY2p9BUSiupwk3svU,0.475,0.655,11.0,-7.342,0.0,0.33,0.0306,0.0,0.375,0.245,163.997,4.0,First Person Shooter (feat. J. Cole),247444,2023-10-06,album,True
2015-10-03,1,7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0.0,-7.063,0.0,0.0515,0.0671,0.0,0.135,0.137,113.003,4.0,The Hills,242253,2015-08-28,album,True
2015-10-10,1,7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0.0,-7.063,0.0,0.0515,0.0671,0.0,0.135,0.137,113.003,4.0,The Hills,242253,2015-08-28,album,True
2015-10-17,1,7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0.0,-7.063,0.0,0.0515,0.0671,0.0,0.135,0.137,113.003,4.0,The Hills,242253,2015-08-28,album,True
2015-10-24,1,7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0.0,-7.063,0.0,0.0515,0.0671,0.0,0.135,0.137,113.003,4.0,The Hills,242253,2015-08-28,album,True
2015-10-31,1,7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0.0,-7.063,0.0,0.0515,0.0671,0.0,0.135,0.137,113.003,4.0,The Hills,242253,2015-08-28,album,True
2015-11-07,1,7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0.0,-7.063,0.0,0.0515,0.0671,0.0,0.135,0.137,113.003,4.0,The Hills,242253,2015-08-28,album,True
2010-06-19,1,7fhtXiCMCm1DiTZiDYZgGZ,0.882,0.526,0.0,-9.097,1.0,0.0748,0.000391,0.807,0.0942,0.383,124.98,4.0,California Gurls (Instrumental),238080,2010-06-15,single,False
2010-06-26,1,7fhtXiCMCm1DiTZiDYZgGZ,0.882,0.526,0.0,-9.097,1.0,0.0748,0.000391,0.807,0.0942,0.383,124.98,4.0,California Gurls (Instrumental),238080,2010-06-15,single,False
2010-07-03,1,7fhtXiCMCm1DiTZiDYZgGZ,0.882,0.526,0.0,-9.097,1.0,0.0748,0.000391,0.807,0.0942,0.383,124.98,4.0,California Gurls (Instrumental),238080,2010-06-15,single,False
2010-07-10,1,7fhtXiCMCm1DiTZiDYZgGZ,0.882,0.526,0.0,-9.097,1.0,0.0748,0.000391,0.807,0.0942,0.383,124.98,4.0,California Gurls (Instrumental),238080,2010-06-15,single,False
2010-07-17,1,7fhtXiCMCm1DiTZiDYZgGZ,0.882,0.526,0.0,-9.097,1.0,0.0748,0.000391,0.807,0.0942,0.383,124.98,4.0,California Gurls (Instrumental),238080,2010-06-15,single,False
2010-07-24,1,7fhtXiCMCm1DiTZiDYZgGZ,0.882,0.526,0.0,-9.097,1.0,0.0748,0.000391,0.807,0.0942,0.383,124.98,4.0,California Gurls (Instrumental),238080,2010-06-15,single,False
2020-06-06,1,7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.323,0.646,123.056,4.0,Rain On Me (with Ariana Grande),182200,2020-05-29,album,False
2019-11-02,1,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,4.0,Someone You Loved,182160,2019-05-17,album,False
2019-11-16,1,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,4.0,Someone You Loved,182160,2019-05-17,album,False
2019-11-23,1,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,4.0,Someone You Loved,182160,2019-05-17,album,False
2017-03-04,1,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,4.0,Shape of You,233712,2017-03-03,album,False
2017-03-11,1,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,4.0,Shape of You,233712,2017-03-03,album,False
2017-03-18,1,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,4.0,Shape of You,233712,2017-03-03,album,False
2017-03-25,1,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,4.0,Shape of You,233712,2017-03-03,album,False
2017-04-01,1,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,4.0,Shape of You,233712,2017-03-03,album,False
2017-04-08,1,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,4.0,Shape of You,233712,2017-03-03,album,False
2017-04-15,1,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,4.0,Shape of You,233712,2017-03-03,album,False
2017-04-22,1,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,4.0,Shape of You,233712,2017-03-03,album,False
2017-04-29,1,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,4.0,Shape of You,233712,2017-03-03,album,False
